_id,CrashFactId,Name,MinorInjuries,ModerateInjuries,SevereInjuries,FatalInjuries,TcrNumber,CityDamageFlag,ShortFormFlag,Distance,CrashDateTime,PedestrianAction,RoadwaySurface,RoadwayCondition,Lighting,PrimaryCollisionFactor,TrafficControl,Weather,CollisionType,ProximityToIntersection,VehicleInvolvedWith,PedestrianDirectionFrom,PedestrianDirectionTo,DirectionFromIntersection,Comment,SpeedingFlag,HitAndRunFlag,IntersectionNumber,AStreetName,BStreetName,Latitude,Longitude
4039,682163,CR-0000091735,0,0,0,0,22-067-0738,False,False,0,3/8/2022 4:59:00 PM,No Pedestrians Involved,Dry,No Unusual Conditions,Daylight,Violation Driver 1,No Controls Present/Factor,Clear,Head On,Intersection,Parked Vehicle,Not Applicable,Not Applicable,At,,True,True,77835,JULIAN ST,TWENTY SEVENTH ST,37.35238315,-121.8689227
4040,696021,CR-0000099156,0,0,0,0,23-208-0693,False,False,0,7/27/2023 6:47:00 PM,No Pedestrians Involved,Dry,No Unusual Conditions,Daylight,Violation Driver 1,No Controls Present/Factor,Clear,Rear End,Intersection,Parked Vehicle,Not Applicable,Not Applicable,At,,False,True,77835,JULIAN ST,TWENTY SEVENTH ST,37.35238315,-121.8689227
4041,717422,CR-0000102436,0,0,0,0,23-048-4004,False,True,,2/15/2023 11:15:00 AM,No Pedestrians Involved,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Rear End,Related,Parked Vehicle,Not Applicable,Not Applicable,East Of,,False,False,77835,JULIAN ST,TWENTY SEVENTH ST,37.35238315,-121.8689227
4042,698809,CR-0000100091,2,0,0,0,23-249-0543,False,False,102,9/6/2023 3:30:00 PM,No Pedestrians Involved,Dry,No Unusual Conditions,Daylight,Unknown,No Controls Present/Factor,Clear,Rear End,Non-Related,Other Vehicle,Not Applicable,Not Applicable,West Of,,True,False,77802,JULIAN ST,TWENTY FIFTH ST,37.35137877,-121.870676
4043,691311,CR-0000097556,1,0,0,0,23-012-0593,False,False,0,1/12/2023 3:18:00 PM,No Pedestrians Involved,Dry,No Unusual Conditions,Daylight,Bike At Fault,Controls Functioning,Cloudy,Vehicle/Bike,Intersection,Bike,Not Applicable,Not Applicable,At,BIKE,False,False,77802,JULIAN ST,TWENTY FIFTH ST,37.35137877,-121.870676
4044,687580,CR-0000094372,1,0,0,0,22-262-0178,True,False,229,9/19/2022 7:15:00 AM,No Pedestrians Involved,Wet,Unknown,Daylight,Violation Driver 1,Controls Functioning,Clear,Hit Object,Non-Related,Fixed Object,Not Applicable,Not Applicable,North Of,,False,False,60147,FIRESIDE DR,WINCHESTER BL,37.30421227,-121.9500053
4045,689139,CR-0000095008,0,1,0,0,22-317-0807,False,False,0,11/13/2022 11:10:00 PM,No Pedestrians Involved,Dry,No Unusual Conditions,Daylight,Violation Driver 1,No Controls Present/Factor,Clear,Rear End,Intersection,Other Vehicle,Not Applicable,Not Applicable,At,MEDIAN,False,False,68683,GREENTREE WY,WINCHESTER BL,37.30573535,-121.9500209
4046,685216,CR-0000093895,0,0,0,0,22-262-0192,False,False,190,9/19/2022 7:38:00 AM,No Pedestrians Involved,Wet,Obstruction On Roadway,Daylight,Violation Driver 1,No Controls Present/Factor,Clear,Rear End,Non-Related,Other Vehicle,Not Applicable,Not Applicable,South Of,POLICE VEHICLE INVOLVED,True,False,68683,GREENTREE WY,WINCHESTER BL,37.30573535,-121.9500209
4047,715998,CR-0000101770,0,0,0,0,23-022-4003,False,True,51,1/14/2023 12:15:00 PM,No Pedestrians Involved,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Rear End,Non-Related,Other Vehicle,Not Applicable,Not Applicable,South Of,,False,False,68683,GREENTREE WY,WINCHESTER BL,37.30573535,-121.9500209
4048,685132,CR-0000093805,0,0,0,0,22-235-0873,False,False,86,8/23/2022 6:10:00 PM,No Pedestrians Involved,Dry,No Unusual Conditions,Daylight,Violation Driver 1,Controls Functioning,Clear,Rear End,Non-Related,Parked Vehicle,Not Applicable,Not Applicable,North Of,,False,False,78693,KELTNER AV,RHODA DR,37.30480849,-121.967827
4049,689781,CR-0000095807,1,0,0,0,22-104-0139,False,False,0,4/14/2022 6:33:00 AM,No Pedestrians Involved,Dry,No Unusual Conditions,Dusk - Dawn,Violation Driver 1,Controls Functioning,Clear,Vehicle/Bike,Intersection,Bike,Not Applicable,Not Applicable,At,,False,True,36134,CERA DR,WILLIAMS RD,37.30860327,-121.9838375
4050,691231,CR-0000097455,0,0,0,0,23-052-0357,False,False,98,2/21/2023 11:58:00 AM,No Pedestrians Involved,Dry,No Unusual Conditions,Daylight,Violation Driver 1,No Controls Present/Factor,Clear,Rear End,Non-Related,Parked Vehicle,Not Applicable,Not Applicable,South Of,,True,True,32141,CAPISTRANO AV,CASA BLANCA DR,37.32056079,-121.9886866
4051,682666,CR-0000092242,0,0,0,0,22-128-4006,False,True,51,5/7/2022 3:55:00 PM,No Pedestrians Involved,Unknown,Unknown,Daylight,Unknown,Unknown,Unknown,Broadside,Non-Related,Parked Vehicle,Not Applicable,Not Applicable,Unknown,,False,False,2947,ALBANY DR,LOPINA WY,37.32142158,-121.9785958
4052,683007,CR-0000092593,0,1,0,0,22-175-0407,False,False,16,6/24/2022 10:40:00 AM,No Pedestrians Involved,Dry,No Unusual Conditions,Daylight,Violation Driver 1,No Controls Present/Factor,Clear,Sideswipe,Related,Other Vehicle,Not Applicable,Not Applicable,West Of,,False,False,2947,ALBANY DR,LOPINA WY,37.32142158,-121.9785958
4053,696395,CR-0000099572,0,0,0,0,23-159-0033,False,False,340,5/29/2023 12:39:00 AM,No Pedestrians Involved,Dry,No Unusual Conditions,Dark - Street Light,Violation Driver 1,No Controls Present/Factor,Clear,Sideswipe,Non-Related,Parked Vehicle,Not Applicable,Not Applicable,West Of,,True,False,2947,ALBANY DR,LOPINA WY,37.32142158,-121.9785958
4054,696192,CR-0000099336,0,0,0,0,23-099-0892,False,False,376,4/9/2023 10:41:00 PM,No Pedestrians Involved,Dry,No Unusual Conditions,Dark - Street Light,Violation Driver 1,No Controls Present/Factor,Clear,Head On,Non-Related,Parked Vehicle,Not Applicable,Not Applicable,East Of,,False,False,2947,ALBANY DR,LOPINA WY,37.32142158,-121.9785958
4055,719824,CR-0000102997,0,0,0,0,24-037-0856,False,False,65,2/6/2024 7:45:00 PM,No Pedestrians Involved,Dry,No Unusual Conditions,Dark - Street Light,Violation Driver 1,No Controls Present/Factor,Cloudy,Broadside,Non-Related,Other Vehicle,Not Applicable,Not Applicable,East Of,,False,True,2947,ALBANY DR,LOPINA WY,37.32142158,-121.9785958
4056,695830,CR-0000098895,0,0,0,0,23-097-4003,True,False,51,4/4/2023 9:50:00 PM,No Pedestrians Involved,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Hit Object,Non-Related,Fixed Object,Not Applicable,Not Applicable,Unknown,TREE,False,False,114102,CALLE ARTIS/CLUB DR,OAKLAND RD,37.39674863,-121.9021918
4057,692411,CR-0000097694,0,0,0,0,23-080-4000,False,True,,3/21/2023 7:00:00 AM,No Pedestrians Involved,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Rear End,Related,Other Vehicle,Not Applicable,Not Applicable,Unknown,,False,False,114102,CALLE ARTIS/CLUB DR,OAKLAND RD,37.39674863,-121.9021918
4058,689007,CR-0000094867,0,0,0,0,22-285-0137,False,False,165,10/12/2022 4:23:00 AM,No Pedestrians Involved,Dry,No Unusual Conditions,Dark - Street Light,Violation Driver 1,No Controls Present/Factor,Clear,Rear End,Non-Related,Parked Vehicle,Not Applicable,Not Applicable,South Of,,True,True,91332,MILLBROOK DR,REMINGTON WY,37.32311732,-121.7888986
4059,699206,CR-0000100527,0,0,0,0,23-154-0917,False,False,142,6/3/2023 9:54:00 PM,No Pedestrians Involved,Dry,No Unusual Conditions,Dark - Street Light,Violation Driver 1,Unknown,Clear,Sideswipe,Non-Related,Parked Vehicle,Not Applicable,Not Applicable,East Of,,False,False,91332,MILLBROOK DR,REMINGTON WY,37.32311732,-121.7888986
4060,689397,CR-0000095352,1,0,0,0,22-333-0422,False,False,183,11/29/2022 12:37:00 PM,No Pedestrians Involved,Dry,No Unusual Conditions,Daylight,Violation Driver 1,No Controls Present/Factor,Clear,Hit Object,Non-Related,Fixed Object,Not Applicable,Not Applicable,South Of,CURB/WALL,False,False,119965,APPERSON RIDGE DR/VINTAGE CRES,RUBY AV,37.32008898,-121.7791142
4061,683119,CR-0000092694,2,0,0,0,22-186-0227,True,False,390,7/5/2022 6:11:00 AM,No Pedestrians Involved,Dry,No Unusual Conditions,Daylight,Other Than Driver,Controls Functioning,Clear,Broadside,Non-Related,Fixed Object,Not Applicable,Not Applicable,East Of,TREE,False,False,118030,GLEN HANLEIGH DR,TULLY RD,37.33305992,-121.809795
4062,682070,CR-0000091598,0,1,0,0,22-063-0595,False,False,0,3/4/2022 4:13:00 PM,No Pedestrians Involved,Dry,No Unusual Conditions,Daylight,Violation Driver 1,No Controls Present/Factor,Clear,Vehicle/Bike,Intersection,Bike,Not Applicable,Not Applicable,At,Bike,False,False,57727,EVELYN AV,HOPKINS DR,37.3354752,-121.8296195
4063,681337,CR-0000090726,0,0,0,0,22-014-0196,False,False,0,1/14/2022 9:12:00 AM,No Pedestrians Involved,Dry,No Unusual Conditions,Daylight,Violation Driver 1,Controls Functioning,Clear,Broadside,Intersection,Other Vehicle,Not Applicable,Not Applicable,At,,False,False,6181,ALUM ROCK AV,SUNSET AV,37.35581219,-121.8491892
4064,681565,CR-0000090962,0,1,0,0,22-041-0814,False,False,150,2/10/2022 5:39:00 PM,No Pedestrians Involved,Dry,No Unusual Conditions,Daylight,Violation Driver 1,No Controls Present/Factor,Clear,Vehicle/Bike,Non-Related,Scooter Motorized,Not Applicable,Not Applicable,East Of,BIKE (MOTORIZED SCOOTER),False,False,6181,ALUM ROCK AV,SUNSET AV,37.35581219,-121.8491892
4065,690036,CR-0000096103,0,0,0,0,22-128-9707,False,True,,5/7/2022 3:46:00 PM,No Pedestrians Involved,Dry,No Unusual Conditions,Daylight,Unknown,Controls Functioning,Clear,Rear End,Related,Other Vehicle,Not Applicable,Not Applicable,Unknown,,False,False,6181,ALUM ROCK AV,SUNSET AV,37.35581219,-121.8491892
4066,685220,CR-0000093899,0,1,1,0,22-268-0586,False,False,0,9/25/2022 3:48:00 PM,No Pedestrians Involved,Dry,No Unusual Conditions,Daylight,Violation Driver 1,Controls Functioning,Clear,Broadside,Intersection,Other Vehicle,Not Applicable,Not Applicable,At,,False,False,6181,ALUM ROCK AV,SUNSET AV,37.35581219,-121.8491892
4067,685263,CR-0000093943,0,0,1,0,22-208-1000,False,False,0,7/27/2022 10:00:00 PM,No Pedestrians Involved,Dry,No Unusual Conditions,Dark - Street Light,Bike At Fault,Controls Functioning,Clear,Vehicle/Bike,Intersection,Bike,Not Applicable,Not Applicable,At,BIKE,False,False,6181,ALUM ROCK AV,SUNSET AV,37.35581219,-121.8491892
4068,689176,CR-0000095042,0,0,1,0,22-320-0730,False,False,0,11/16/2022 6:27:00 PM,No Pedestrians Involved,Dry,No Unusual Conditions,Dark - Street Light,Violation Driver 1,Controls Functioning,Clear,Broadside,Intersection,Motorcycle,Not Applicable,Not Applicable,At,,False,True,6181,ALUM ROCK AV,SUNSET AV,37.35581219,-121.8491892
4069,699167,CR-0000100486,0,0,0,0,23-178-0336,False,False,96,6/27/2023 10:50:00 AM,No Pedestrians Involved,Dry,No Unusual Conditions,Daylight,Violation Driver 1,No Controls Present/Factor,Clear,Other,Non-Related,Other Vehicle,Not Applicable,Not Applicable,South Of,,False,True,6181,ALUM ROCK AV,SUNSET AV,37.35581219,-121.8491892
4070,694671,CR-0000098705,0,0,0,0,23-227-0145,False,False,0,8/15/2023 4:47:00 AM,No Pedestrians Involved,Dry,No Unusual Conditions,Dark - Street Light,Violation Driver 1,Controls Functioning,Clear,Hit Object,Intersection,Fixed Object,Not Applicable,Not Applicable,At,CURB,True,False,6181,ALUM ROCK AV,SUNSET AV,37.35581219,-121.8491892
4071,694417,CR-0000098371,1,0,0,0,23-156-0427,False,False,,6/5/2023 11:56:00 AM,No Pedestrians Involved,Dry,No Unusual Conditions,Daylight,Violation Driver 1,Controls Functioning,Clear,Rear End,Non-Related,Other Vehicle,Not Applicable,Not Applicable,West Of,,True,False,6181,ALUM ROCK AV,SUNSET AV,37.35581219,-121.8491892
4072,696065,CR-0000099200,0,0,0,0,23-021-4005,False,True,0,1/21/2023 8:40:00 AM,No Pedestrians Involved,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Sideswipe,Intersection,Other Vehicle,Not Applicable,Not Applicable,At,,False,False,6181,ALUM ROCK AV,SUNSET AV,37.35581219,-121.8491892
4073,694314,CR-0000098258,0,0,0,0,23-178-0661,False,False,0,6/27/2023 4:43:00 PM,No Pedestrians Involved,Dry,No Unusual Conditions,Daylight,Violation Driver 1,Controls Functioning,Clear,Broadside,Intersection,Other Vehicle,Not Applicable,Not Applicable,At,,True,False,6181,ALUM ROCK AV,SUNSET AV,37.35581219,-121.8491892
4074,694228,CR-0000098086,1,0,0,0,23-066-0606,False,False,0,3/7/2023 4:15:00 PM,No Pedestrians Involved,Dry,No Unusual Conditions,Daylight,Violation Driver 1,Controls Functioning,Clear,Broadside,Intersection,Other Vehicle,Not Applicable,Not Applicable,At,,False,False,6181,ALUM ROCK AV,SUNSET AV,37.35581219,-121.8491892
4075,690585,CR-0000096706,0,0,0,0,23-029-0028,False,False,330,1/29/2023 12:23:00 AM,No Pedestrians Involved,Dry,No Unusual Conditions,Dark - Street Light,Violation Driver 1,No Controls Present/Factor,Clear,Rear End,Non-Related,Parked Vehicle,Not Applicable,Not Applicable,North Of,,True,True,6181,ALUM ROCK AV,SUNSET AV,37.35581219,-121.8491892
4076,719814,CR-0000102987,0,0,0,0,24-036-4014,False,True,51,2/5/2024 8:26:00 AM,No Pedestrians Involved,Unknown,Unknown,Daylight,Unknown,Unknown,Unknown,Other,Non-Related,Parked Vehicle,Not Applicable,Not Applicable,North Of,,False,False,6181,ALUM ROCK AV,SUNSET AV,37.35581219,-121.8491892
4077,681995,CR-0000091504,0,1,0,0,22-070-0655,False,False,78,3/11/2022 5:04:00 PM,No Pedestrians Involved,Dry,No Unusual Conditions,Daylight,Violation Driver 1,Controls Functioning,Clear,Sideswipe,Non-Related,Parked Vehicle,Not Applicable,Not Applicable,North Of,,False,False,52513,DRY CREEK RD,HICKS AV,37.29057181,-121.9029845
4078,694144,CR-0000097976,1,0,0,0,23-079-0761,False,False,22,3/20/2023 6:59:00 PM,No Pedestrians Involved,Dry,No Unusual Conditions,Daylight,Violation Driver 1,Unknown,Clear,Hit Object,Related,Fixed Object,Not Applicable,Not Applicable,South Of,,True,False,52513,DRY CREEK RD,HICKS AV,37.29057181,-121.9029845
4079,715810,CR-0000101848,0,0,0,0,23-094-9703,False,True,0,3/15/2023 12:14:00 PM,No Pedestrians Involved,Dry,No Unusual Conditions,Daylight,Violation Driver 1,No Controls Present/Factor,Clear,Rear End,Intersection,Parked Vehicle,Not Applicable,Not Applicable,At,,False,True,143989,KOCHER DR,MONTEMAR WY,37.29057653,-121.9146311
4080,689595,CR-0000095572,0,1,0,0,22-321-0676,False,False,135,11/17/2022 5:17:00 PM,No Pedestrians Involved,Dry,No Unusual Conditions,Dark - Street Light,Violation Driver 1,No Controls Present/Factor,Clear,Sideswipe,Non-Related,Parked Vehicle,Not Applicable,Not Applicable,East Of,,False,False,63645,FRANCISCO AV,STOKES ST,37.30146712,-121.9218724
4081,688820,CR-0000094675,0,1,0,0,22-289-0754,False,False,256,10/16/2022 7:44:00 PM,No Pedestrians Involved,Dry,No Unusual Conditions,Dark - Street Light,Violation Driver 1,No Controls Present/Factor,Clear,Broadside,Non-Related,Parked Vehicle,Not Applicable,Not Applicable,West Of,,False,True,49081,DE MARIETTA AV,LEIGH AV,37.30318602,-121.9228915
4082,682401,CR-0000091964,0,0,0,0,22-107-0315,False,False,96,4/16/2022 4:30:00 PM,No Pedestrians Involved,Dry,No Unusual Conditions,Daylight,Violation Driver 1,No Controls Present/Factor,Clear,Other,Non-Related,Animal,Not Applicable,Not Applicable,West Of,DOG,False,True,49081,DE MARIETTA AV,LEIGH AV,37.30318602,-121.9228915
4083,697612,CR-0000099819,1,0,0,0,23-302-0403,False,False,219,10/29/2023 11:08:00 AM,No Pedestrians Involved,Dry,Construction - Repair Zone,Daylight,Violation Driver 1,Unknown,Clear,Sideswipe,Non-Related,Parked Vehicle,Not Applicable,Not Applicable,South Of,,False,False,49081,DE MARIETTA AV,LEIGH AV,37.30318602,-121.9228915
4084,681832,CR-0000091241,0,0,0,0,22-088-1054,False,False,76,3/29/2022 10:51:00 PM,No Pedestrians Involved,Dry,No Unusual Conditions,Dark - Street Light,Violation Driver 1,No Controls Present/Factor,Clear,Sideswipe,Non-Related,Parked Vehicle,Not Applicable,Not Applicable,South Of,,True,False,99846,PEDRO ST,RACE ST,37.31288209,-121.9109378
4085,711846,CR-0000101589,0,0,0,0,23-347-4003,False,True,51,12/10/2023 11:15:00 AM,No Pedestrians Involved,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Other,Non-Related,Parked Vehicle,Not Applicable,Not Applicable,West Of,,False,False,99846,PEDRO ST,RACE ST,37.31288209,-121.9109378
4086,719497,CR-0000102617,1,0,0,0,24-081-0417,False,False,0,3/21/2024 12:18:00 PM,No Pedestrians Involved,Dry,No Unusual Conditions,Daylight,Unknown,Unknown,Clear,Rear End,Intersection,Other Vehicle,Not Applicable,Not Applicable,At,,False,True,99846,PEDRO ST,RACE ST,37.31288209,-121.9109378
4087,712236,CR-0000101680,0,0,0,0,23-135-0955,True,False,39,5/15/2023 8:55:00 PM,No Pedestrians Involved,Dry,No Unusual Conditions,Dark - Street Light,Violation Driver 1,No Controls Present/Factor,Clear,Hit Object,Related,Fixed Object,Not Applicable,Not Applicable,South Of,TREE,True,False,126389,SANDPEBBLE DR,VISTAPARK DR,37.27885375,-121.8542721
4088,685378,CR-0000094104,0,0,0,0,22-231-0545,False,False,78,8/19/2022 3:43:00 PM,No Pedestrians Involved,Dry,No Unusual Conditions,Daylight,Violation Driver 1,No Controls Present/Factor,Clear,Broadside,Non-Related,Parked Vehicle,Not Applicable,Not Applicable,West Of,,True,False,27334,BURNHAM DR,SIERRA RD,37.39610843,-121.8549652
4089,696117,CR-0000099258,0,0,0,0,23-232-0874,False,False,0,8/20/2023 7:55:00 PM,No Pedestrians Involved,Dry,No Unusual Conditions,Dark - Street Light,Violation Driver 1,No Controls Present/Factor,Clear,Rear End,Intersection,Parked Vehicle,Not Applicable,Not Applicable,At,,True,True,48652,DARRYL DR,GLEASON AV,37.29753986,-121.9635343
4090,719560,CR-0000102707,1,0,0,0,24-084-0512,False,False,60,3/24/2024 3:32:00 PM,No Pedestrians Involved,Dry,No Unusual Conditions,Daylight,Violation Driver 1,Controls Functioning,Clear,Overturned,Non-Related,Parked Vehicle,Not Applicable,Not Applicable,West Of,,False,False,48652,DARRYL DR,GLEASON AV,37.29753986,-121.9635343
4091,689096,CR-0000094955,1,0,0,0,22-332-0542,False,False,0,11/28/2022 3:27:00 PM,Crossing In Crosswalk - At Intersection,Dry,No Unusual Conditions,Daylight,Violation Driver 1,Controls Functioning,Clear,Vehicle/Pedestrian,Intersection,Pedestrian,West,East,At,PEDESTRIAN,False,False,69190,GULLO AV/WILLIAMS RD,MOORPARK AV,37.30950397,-121.9934127
4092,696568,CR-0000099765,0,1,0,0,23-258-0820,False,False,285,9/15/2023 9:00:00 AM,No Pedestrians Involved,Dry,No Unusual Conditions,Daylight,Violation Driver 1,Unknown,Clear,Vehicle/Bike,Non-Related,Bike,Not Applicable,Not Applicable,West Of,BIKE,False,True,69190,GULLO AV/WILLIAMS RD,MOORPARK AV,37.30950397,-121.9934127
4093,691271,CR-0000097516,0,0,0,0,23-058-9705,False,True,0,2/22/2023 3:00:00 PM,No Pedestrians Involved,Dry,No Unusual Conditions,Daylight,Unknown,Controls Functioning,Unknown,Rear End,Intersection,Other Vehicle,Not Applicable,Not Applicable,At,,False,False,69190,GULLO AV/WILLIAMS RD,MOORPARK AV,37.30950397,-121.9934127
4094,683416,CR-0000093009,0,0,0,0,22-152-0172,False,False,471,6/1/2022 7:48:00 AM,No Pedestrians Involved,Dry,No Unusual Conditions,Daylight,Violation Driver 1,No Controls Present/Factor,Clear,Rear End,Non-Related,Parked Vehicle,Not Applicable,Not Applicable,East Of,,True,False,137598,GLENPROSEN CT,WODZIENSKI DR,37.3238587,-121.7722039
4095,682261,CR-0000091851,2,0,0,0,22-103-0905,True,False,530,4/13/2022 11:21:00 PM,No Pedestrians Involved,Dry,No Unusual Conditions,Dark - Street Light,Violation Driver 1,No Controls Present/Factor,Clear,Hit Object,Non-Related,Fixed Object,Not Applicable,Not Applicable,West Of,LIGHT POLE,True,False,76009,JACKSON AV,MABURY RD,37.37399369,-121.8587279
4096,685316,CR-0000093997,0,0,0,0,22-250-0206,False,False,0,9/7/2022 8:03:00 AM,No Pedestrians Involved,Dry,No Unusual Conditions,Daylight,Violation Driver 1,Controls Not Functioning,Clear,Broadside,Intersection,Other Vehicle,Not Applicable,Not Applicable,At,,False,True,76009,JACKSON AV,MABURY RD,37.37399369,-121.8587279
4097,684851,CR-0000093506,0,0,0,0,22-197-0444,False,False,82,7/16/2022 11:50:00 AM,No Pedestrians Involved,Dry,No Unusual Conditions,Daylight,Violation Driver 1,Controls Functioning,Clear,Rear End,Non-Related,Other Vehicle,Not Applicable,Not Applicable,South Of,,False,False,76009,JACKSON AV,MABURY RD,37.37399369,-121.8587279
4098,690178,CR-0000096267,0,0,0,0,22-160-4000,False,True,0,6/9/2022 8:04:00 AM,No Pedestrians Involved,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Rear End,Intersection,Unknown,Not Applicable,Not Applicable,At,,False,True,76009,JACKSON AV,MABURY RD,37.37399369,-121.8587279
4099,696403,CR-0000099579,0,0,0,0,23-150-4001,False,True,51,5/30/2023 8:30:00 AM,No Pedestrians Involved,Unknown,Unknown,Daylight,Unknown,Unknown,Unknown,Rear End,Non-Related,Parked Vehicle,Not Applicable,Not Applicable,East Of,,False,False,76009,JACKSON AV,MABURY RD,37.37399369,-121.8587279
4100,694731,CR-0000098741,2,0,0,0,23-221-0484,False,False,27,8/9/2023 2:20:00 PM,No Pedestrians Involved,Dry,No Unusual Conditions,Daylight,Violation Driver 1,Controls Functioning,Clear,Rear End,Related,Other Vehicle,Not Applicable,Not Applicable,West Of,,False,False,76009,JACKSON AV,MABURY RD,37.37399369,-121.8587279
4101,689202,CR-0000095105,0,0,0,0,22-295-0957,False,False,0,10/22/2022 11:40:00 PM,No Pedestrians Involved,Dry,No Unusual Conditions,Dark - Street Light,Violation Driver 1,Controls Functioning,Clear,Sideswipe,Intersection,Other Vehicle,Not Applicable,Not Applicable,At,,False,False,17456,BERRYESSA RD,FLICKINGER AV/JACKSON AV,37.37976768,-121.8673571
4102,688847,CR-0000094702,0,0,0,0,22-295-0956,False,False,51,10/22/2022 11:44:00 PM,No Pedestrians Involved,Dry,No Unusual Conditions,Dark - Street Light,Violation Driver 1,Controls Functioning,Clear,Sideswipe,Non-Related,Other Vehicle,Not Applicable,Not Applicable,Unknown,,False,True,17456,BERRYESSA RD,FLICKINGER AV/JACKSON AV,37.37976768,-121.8673571
4103,682224,CR-0000091788,1,0,0,0,22-111-0745,False,False,0,4/21/2022 7:11:00 PM,No Pedestrians Involved,Dry,No Unusual Conditions,Dusk - Dawn,Violation Driver 1,Controls Functioning,Clear,Broadside,Intersection,Other Vehicle,Not Applicable,Not Applicable,At,,False,False,17456,BERRYESSA RD,FLICKINGER AV/JACKSON AV,37.37976768,-121.8673571
4104,682344,CR-0000091907,1,0,0,0,22-099-0837,False,False,27,4/9/2022 9:40:00 PM,No Pedestrians Involved,Dry,No Unusual Conditions,Dark - Street Light,Violation Driver 1,Controls Functioning,Clear,Rear End,Related,Other Vehicle,Not Applicable,Not Applicable,West Of,,True,True,17456,BERRYESSA RD,FLICKINGER AV/JACKSON AV,37.37976768,-121.8673571
4105,682706,CR-0000092284,0,0,0,0,22-148-4006,False,True,0,5/28/2022 12:19:00 PM,No Pedestrians Involved,Unknown,Unknown,Daylight,Unknown,Unknown,Unknown,Rear End,Intersection,Other Vehicle,Not Applicable,Not Applicable,At,,False,False,17456,BERRYESSA RD,FLICKINGER AV/JACKSON AV,37.37976768,-121.8673571
4106,681850,CR-0000091304,0,0,0,0,22-084-9705,False,True,51,3/25/2022 12:25:00 PM,No Pedestrians Involved,Dry,No Unusual Conditions,Daylight,Unknown,Controls Functioning,Clear,Rear End,Non-Related,Other Vehicle,Not Applicable,Not Applicable,East Of,,False,False,17456,BERRYESSA RD,FLICKINGER AV/JACKSON AV,37.37976768,-121.8673571
4107,682144,CR-0000091682,1,0,0,0,22-076-0639,False,True,125,3/17/2022 3:50:00 PM,No Pedestrians Involved,Dry,No Unusual Conditions,Daylight,Violation Driver 1,Controls Functioning,Clear,Rear End,Non-Related,Other Vehicle,Not Applicable,Not Applicable,East Of,,True,False,17456,BERRYESSA RD,FLICKINGER AV/JACKSON AV,37.37976768,-121.8673571
4108,681174,CR-0000090549,0,0,0,0,22-021-0549,False,False,26,1/21/2022 3:22:00 PM,No Pedestrians Involved,Dry,No Unusual Conditions,Daylight,Violation Driver 1,Controls Functioning,Clear,Sideswipe,Related,Other Vehicle,Not Applicable,Not Applicable,South Of,,False,False,17456,BERRYESSA RD,FLICKINGER AV/JACKSON AV,37.37976768,-121.8673571
4109,698944,CR-0000100246,0,1,0,0,23-322-0393,False,False,0,11/18/2023 11:31:00 AM,No Pedestrians Involved,Dry,No Unusual Conditions,Daylight,Violation Driver 1,Controls Functioning,Clear,Broadside,Intersection,Other Vehicle,Not Applicable,Not Applicable,At,,False,False,17456,BERRYESSA RD,FLICKINGER AV/JACKSON AV,37.37976768,-121.8673571
4110,690292,CR-0000096384,0,0,0,0,22-326-0611,False,False,51,11/23/2022 2:30:00 PM,No Pedestrians Involved,Dry,No Unusual Conditions,Daylight,Violation Driver 1,No Controls Present/Factor,Clear,Sideswipe,Non-Related,Other Vehicle,Not Applicable,Not Applicable,West Of,,False,True,17456,BERRYESSA RD,FLICKINGER AV/JACKSON AV,37.37976768,-121.8673571
4111,690360,CR-0000096455,0,0,0,0,22-237-9705,False,True,,8/25/2022 12:00:00 PM,No Pedestrians Involved,Dry,No Unusual Conditions,Daylight,Unknown,No Controls Present/Factor,Clear,Other,Related,Other Vehicle,Not Applicable,Not Applicable,Unknown,,False,True,17456,BERRYESSA RD,FLICKINGER AV/JACKSON AV,37.37976768,-121.8673571
4112,690726,CR-0000096863,1,0,0,0,23-053-0096,False,False,,2/22/2023 4:13:00 AM,No Pedestrians Involved,Dry,No Unusual Conditions,Dark - Street Light,Violation Driver 1,Controls Functioning,Clear,Head On,Related,Other Vehicle,Not Applicable,Not Applicable,North Of,,True,True,17456,BERRYESSA RD,FLICKINGER AV/JACKSON AV,37.37976768,-121.8673571
4113,694184,CR-0000098117,2,0,0,0,23-124-0222,False,False,0,5/4/2023 9:28:00 AM,No Pedestrians Involved,Dry,No Unusual Conditions,Daylight,Other Than Driver,Controls Not Functioning,Clear,Broadside,Intersection,Other Vehicle,Not Applicable,Not Applicable,At,,False,False,17456,BERRYESSA RD,FLICKINGER AV/JACKSON AV,37.37976768,-121.8673571
